feature_set,runs,folds,seeds,n_features,validation_sharpe_median,validation_sharpe_iqr,test_sharpe_median,test_sharpe_iqr,validation_return_pct_median,test_return_pct_median,test_max_drawdown_median,test_max_drawdown_iqr,test_turnover_median,test_turnover_iqr,robust_selection_score_median,generalization_ratio_median,retention_ratio_median
base_macro_sector_relative_context,42,14,3,20,2.5021107579832322,2.8351330936986674,0.8503492237838679,3.5114067139605423,8.111082244546562,2.324392290548427,-0.05416082554624385,0.06768448543662187,12.532786885245901,3.8221067525370795,2.2946009794315634,3.09176072360652,0.40577243063174673
