feature_set,runs,folds,seeds,n_features,validation_sharpe_median,validation_sharpe_iqr,test_sharpe_median,test_sharpe_iqr,validation_return_pct_median,test_return_pct_median,test_max_drawdown_median,test_max_drawdown_iqr,test_turnover_median,test_turnover_iqr,robust_selection_score_median,generalization_ratio_median,retention_ratio_median
base_macro_rates_credit_vol_risk_state_context,42,14,3,54,2.6105870735358883,2.827090269851572,0.5150968945934143,3.170411580920238,8.184955930994054,0.8039048269821158,-0.05243724971832814,0.0713124250499832,10.972222222222221,2.728558627752175,2.487863155150502,3.2937493616331768,0.24469128670400445
