feature_set,runs,folds,seeds,n_features,validation_sharpe_median,validation_sharpe_iqr,test_sharpe_median,test_sharpe_iqr,validation_return_pct_median,test_return_pct_median,test_max_drawdown_median,test_max_drawdown_iqr,test_turnover_median,test_turnover_iqr,robust_selection_score_median,generalization_ratio_median,retention_ratio_median
base_macro_analyst_or_fund_revision_features,42,14,3,25,2.5968490856264994,2.089581246716156,0.884806470939481,3.1208830020238487,9.088416338321304,1.9804672344856278,-0.06227249747451824,0.06507102165036699,11.527777777777779,4.501008326828,2.5130646479290677,3.3455993415303387,0.29725134323211533
