fold_id,regime_label_exogenous,feature_set,runs,sharpe_median,max_drawdown_median,turnover_median,hit_rate_median
fold_01,bull_low_vol,base_macro_analyst_or_fund_revision_features,3,,-0.002911402124689877,0.0,0.6666666666666666
fold_01,unknown,base_macro_analyst_or_fund_revision_features,3,1.0647575883643063,-0.06718967147233523,12.05084745762712,0.5423728813559322
fold_02,bear_high_vol,base_macro_analyst_or_fund_revision_features,3,,-0.011813074290238368,0.0,0.75
fold_02,bull_high_vol,base_macro_analyst_or_fund_revision_features,3,,0.0,,0.0
fold_02,unknown,base_macro_analyst_or_fund_revision_features,3,0.6235197122779705,-0.029849389356136458,11.864406779661017,0.5254237288135594
fold_03,bear_low_vol,base_macro_analyst_or_fund_revision_features,3,,-0.004536855779072813,0.0,0.3333333333333333
fold_03,unknown,base_macro_analyst_or_fund_revision_features,3,1.560037099130881,-0.040047208828834946,10.169491525423728,0.4915254237288136
fold_04,bull_low_vol,base_macro_analyst_or_fund_revision_features,3,,0.0,7.875,1.0
fold_04,unknown,base_macro_analyst_or_fund_revision_features,3,5.053431257277109,-0.02171965774653184,16.66949152542373,0.6779661016949152
fold_05,bear_high_vol,base_macro_analyst_or_fund_revision_features,3,,0.0,,1.0
fold_05,bear_low_vol,base_macro_analyst_or_fund_revision_features,3,,0.0,0.0,0.0
fold_05,unknown,base_macro_analyst_or_fund_revision_features,3,-0.5426288747332193,-0.10891577194985214,11.016949152542374,0.5423728813559322
fold_06,bull_low_vol,base_macro_analyst_or_fund_revision_features,3,,-0.003829184487530446,0.0,0.6
fold_06,unknown,base_macro_analyst_or_fund_revision_features,3,4.4492716023259815,-0.01597722943873925,13.677966101694915,0.6101694915254238
fold_07,bull_high_vol,base_macro_analyst_or_fund_revision_features,3,,-0.003224171003660792,0.0,0.6666666666666666
fold_07,unknown,base_macro_analyst_or_fund_revision_features,3,3.1202528942582606,-0.029514850326883613,10.169491525423728,0.576271186440678
fold_08,bear_low_vol,base_macro_analyst_or_fund_revision_features,3,,0.0,,1.0
fold_08,bull_low_vol,base_macro_analyst_or_fund_revision_features,3,,-0.02885203491913757,0.0,0.25
fold_08,unknown,base_macro_analyst_or_fund_revision_features,3,-0.20912778505456003,-0.06429030346438525,15.423728813559322,0.559322033898305
fold_09,bear_high_vol,base_macro_analyst_or_fund_revision_features,3,,-0.04759708235687854,0.0,0.25
fold_09,unknown,base_macro_analyst_or_fund_revision_features,3,-0.9840293571948483,-0.3387116223846023,14.271186440677965,0.4745762711864407
fold_10,bear_high_vol,base_macro_analyst_or_fund_revision_features,3,,-0.0076475631837421565,0.0,0.6
fold_10,unknown,base_macro_analyst_or_fund_revision_features,3,1.234323921362625,-0.09030127756233997,11.542372881355933,0.576271186440678
fold_11,bull_low_vol,base_macro_analyst_or_fund_revision_features,3,,-0.0028330918803252114,0.0,0.3333333333333333
fold_11,unknown,base_macro_analyst_or_fund_revision_features,3,2.267499882527292,-0.049522315118821325,12.220338983050848,0.5932203389830508
fold_12,bear_high_vol,base_macro_analyst_or_fund_revision_features,3,,-0.014391911375581712,0.0,0.5
fold_12,unknown,base_macro_analyst_or_fund_revision_features,3,-0.19413643277079148,-0.04734604451798485,12.084745762711865,0.5084745762711864
fold_13,bull_high_vol,base_macro_analyst_or_fund_revision_features,3,,0.0,,1.0
fold_13,bull_low_vol,base_macro_analyst_or_fund_revision_features,3,,-0.015939219467895893,0.0,0.0
fold_13,unknown,base_macro_analyst_or_fund_revision_features,3,-0.5288887169731439,-0.10482948788965973,10.186440677966102,0.4067796610169492
fold_14,bear_high_vol,base_macro_analyst_or_fund_revision_features,3,,-0.029232974704849313,1.25,0.4
fold_14,unknown,base_macro_analyst_or_fund_revision_features,3,-1.364595416850584,-0.136151408988621,11.822033898305085,0.4406779661016949
