primitive_id,primitive_type,example_type,example_rank,behavior_window_id,run_key,feature_set,feature_family,fold_id,seed,date,window_start_date,window_end_date,window_length,reward_daily_return,reward_benchmark_return,reward_excess_return_vs_benchmark,same_day_excess_return_vs_benchmark,current_drawdown,regime_label_exogenous,market_regime,analysis_regime,action_l1_wmean,action_change_l1_wmean,action_jitter_l2_wmean,turnover_wmean,portfolio_hhi_wmean,portfolio_max_weight_wmean,portfolio_benchmark_deviation_l1_wmean,portfolio_sector_max_weight_wmean,vix_wmean,sp500_trend_wmean
primitive_03,bad_or_noisy_primitive,best_excess_return_window,3,base_macro__fold_09__seed123__w0046,base_macro__fold_09__seed123,base_macro,macro_context,fold_09,123,2020-03-12,2020-03-06,2020-03-12,5,0.1072898821081635,0.09563294066672,0.0116569414414435,0.0030998226758882,-0.2591313050671333,unknown,0.0,market_regime_0,0.0,0.0,0.0,0.0,0.0867640446078152,0.1594833455583541,1.0521904007927674,0.3817233324179903,54.613999938964845,-0.0938927029044145
primitive_03,bad_or_noisy_primitive,worst_excess_return_window,1,base_macro__fold_09__seed123__w0052,base_macro__fold_09__seed123,base_macro,macro_context,fold_09,123,2020-03-20,2020-03-16,2020-03-20,5,-0.0426234977805363,-0.0245752302064295,-0.0180482675741068,-0.0081436143381711,-0.312148433448576,unknown,0.0,market_regime_0,0.0,0.0,0.0,0.0,0.0868905269575911,0.1481997652718386,1.0543620163472625,0.3923026312164089,74.61800079345703,-0.2097344077414735
primitive_03,bad_or_noisy_primitive,worst_excess_return_window,2,base_macro__fold_09__seed999__w0053,base_macro__fold_09__seed999,base_macro,macro_context,fold_09,999,2020-03-23,2020-03-17,2020-03-23,5,0.0945948246655128,0.1079520028616596,-0.0133571781961467,0.0045682819764945,-0.3067443494462225,unknown,0.0,market_regime_0,5.4,2.6,1.9464101615137757,1.3,0.0982058798057744,0.1557555798143499,1.1486618849336323,0.3389589350779162,70.39800033569335,-0.2189908252415543
primitive_03,bad_or_noisy_primitive,worst_excess_return_window,3,base_macro__fold_09__seed123__w0049,base_macro__fold_09__seed123,base_macro,macro_context,fold_09,123,2020-03-17,2020-03-11,2020-03-17,5,-0.0667315258407268,-0.0559596557087842,-0.0107718701319425,0.0108207902381396,-0.2279592925900918,unknown,0.0,market_regime_0,0.0,0.0,0.0,0.0,0.0872702982234485,0.1578970424169049,1.0527900504188852,0.3879716821185909,69.16000213623047,-0.15711841014253
primitive_04,bad_or_noisy_primitive,best_excess_return_window,1,base_macro__fold_13__seed123__w0007,base_macro__fold_13__seed123,base_macro,macro_context,fold_13,123,2022-01-13,2022-01-07,2022-01-13,5,0.0041212254858706,-0.003836098919087,0.0079573244049576,-0.0032025770743132,-0.0077001768064157,unknown,0.0,market_regime_0,474.4,240.0,140.63876123684983,120.0,0.0937998906623069,0.1831895164575852,1.138537853836226,0.2829121943415524,18.9,0.06321400011835
primitive_04,bad_or_noisy_primitive,best_excess_return_window,2,base_macro__fold_01__seed42__w0019,base_macro__fold_01__seed42,base_macro,macro_context,fold_01,42,2016-02-01,2016-01-26,2016-02-01,5,-0.0145610243510462,-0.0218649380518631,0.0073039137008169,-3.890425420718984e-05,-0.0002420058590845,unknown,0.0,market_regime_0,518.2,220.0,157.41397311536528,110.0,0.1070505079315424,0.1566266430715898,1.2051906874708198,0.35904826246315,21.642000198364254,-0.0657437972727532
primitive_04,bad_or_noisy_primitive,best_excess_return_window,3,base_macro__fold_03__seed123__w0012,base_macro__fold_03__seed123,base_macro,macro_context,fold_03,123,2017-01-23,2017-01-17,2017-01-23,5,0.0112636086538642,0.0046174663065171,0.006646142347347,-0.0002369321416613,-0.009461673278291,unknown,1.0,market_regime_1,95.0,300.0,181.3882449890476,150.0,0.0896075831787251,0.1547878842143575,1.067598206520232,0.3296184919922538,12.08799991607666,0.0551832280449133
primitive_04,bad_or_noisy_primitive,worst_excess_return_window,1,base_macro__fold_14__seed999__w0009,base_macro__fold_14__seed999,base_macro,macro_context,fold_14,999,2022-07-18,2022-07-12,2022-07-18,5,0.0121214780388916,0.024012239472622,-0.0118907614337304,-0.0032255937302949,-0.0127567156208311,unknown,0.0,market_regime_0,726.8,199.6,97.39865707459016,99.8,0.0948836207948692,0.1830893008141958,1.1741426148677376,0.2517430038099656,26.00799980163574,-0.1251515272261373
primitive_04,bad_or_noisy_primitive,worst_excess_return_window,2,base_macro__fold_11__seed123__w0008,base_macro__fold_11__seed123,base_macro,macro_context,fold_11,123,2021-01-14,2021-01-08,2021-01-14,5,-0.0153500708413319,-0.0063079243304973,-0.0090421465108346,0.0057633897469491,0.0,unknown,0.0,market_regime_0,469.4,280.0,174.27654796816628,140.0,0.0764715042952247,0.1324543671254256,1.0284491510574154,0.2588786531168211,22.88599967956543,0.1599939561164498
primitive_04,bad_or_noisy_primitive,worst_excess_return_window,3,base_macro__fold_14__seed999__w0010,base_macro__fold_14__seed999,base_macro,macro_context,fold_14,999,2022-07-19,2022-07-13,2022-07-19,5,-0.0030474231215781,0.0037053522148449,-0.006752775336423,-0.0118907614337304,-0.0007898678301856,unknown,0.0,market_regime_0,526.8,200.0,146.461066310175,100.0,0.1122980890564341,0.2024158932031525,1.2370927420224496,0.2796884393289183,25.449999618530278,-0.1192042737276163
primitive_05,bad_or_noisy_primitive,best_excess_return_window,1,base_macro__fold_01__seed999__w0002,base_macro__fold_01__seed999,base_macro,macro_context,fold_01,999,2016-01-06,2016-01-04,2016-01-06,3,-0.0037967212093658,-0.0233565177057114,0.0195597964963456,0.0113785451838544,-0.001480340187645,unknown,1.0,market_regime_1,1000.0,0.0,0.0,0.0,0.0005274091143146,0.0092764204097725,0.947848099307795,0.0112835539260091,20.21000035603841,-0.0260784925503636
primitive_05,bad_or_noisy_primitive,best_excess_return_window,2,base_macro__fold_01__seed42__w0002,base_macro__fold_01__seed42,base_macro,macro_context,fold_01,42,2016-01-06,2016-01-04,2016-01-06,3,-0.0041813730902564,-0.0233565177057114,0.0191751446154549,0.011399584404829,-0.0014163458906505,unknown,1.0,market_regime_1,1100.0,0.0,0.0,0.0,0.0006886454158006,0.0102159636211986,0.9403095637833362,0.0226415737291227,20.21000035603841,-0.0260784925503636
primitive_05,bad_or_noisy_primitive,best_excess_return_window,3,base_macro__fold_01__seed999__w0006,base_macro__fold_01__seed999,base_macro,macro_context,fold_01,999,2016-01-12,2016-01-06,2016-01-12,5,-0.0080015311740696,-0.02380098824474,0.0157994570706703,-0.0051014125702988,-0.0038117425714493,unknown,0.0,market_regime_0,1000.0,0.0,0.0,0.0,0.0054602166965475,0.0371461601500193,0.8201739671989875,0.0443727020690206,23.871999740600582,-0.0557737388077091
primitive_05,bad_or_noisy_primitive,worst_excess_return_window,1,base_macro__fold_02__seed42__w0002,base_macro__fold_02__seed42,base_macro,macro_context,fold_02,42,2016-07-07,2016-07-05,2016-07-07,3,0.0043363236539859,0.015806332114458,-0.0114700084604721,3.732365916388062e-05,-0.0005812347906815,unknown,0.0,market_regime_0,1600.0,0.0,0.0,0.0,0.0012602761136547,0.0120516189388587,0.902521442220065,0.0264173266902397,15.100000063578287,0.0351024453883251
primitive_05,bad_or_noisy_primitive,worst_excess_return_window,2,base_macro__fold_02__seed999__w0002,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-07-07,2016-07-05,2016-07-07,3,0.0047881453564737,0.015806332114458,-0.0110181867579843,0.000200956154501,-0.0004176022953441,unknown,0.0,market_regime_0,1400.0,0.0,0.0,0.0,0.0014403496814202,0.0120578654634933,0.8998526087211879,0.0256203567955756,15.100000063578287,0.0351024453883251
primitive_05,bad_or_noisy_primitive,worst_excess_return_window,3,base_macro__fold_02__seed123__w0002,base_macro__fold_02__seed123,base_macro,macro_context,fold_02,123,2016-07-07,2016-07-05,2016-07-07,3,0.0052063405237408,0.015806332114458,-0.0105999915907172,0.0004551270758314,-0.0001634313740139,unknown,0.0,market_regime_0,1600.0,0.0,0.0,0.0,0.0013434195783582,0.0116915223873312,0.8975401233758017,0.02819206532667,15.100000063578287,0.0351024453883251
