behavior_window_id,run_key,feature_set,feature_family,fold_id,seed,date,window_start_date,window_end_date,window_length,primitive_id,primitive_type,reward_daily_return,reward_benchmark_return,reward_excess_return_vs_benchmark,same_day_excess_return_vs_benchmark,current_drawdown,regime_label_exogenous,market_regime,analysis_regime,action_l1_wmean,action_change_l1_wmean,action_jitter_l2_wmean,turnover_wmean,portfolio_hhi_wmean,portfolio_max_weight_wmean,portfolio_benchmark_deviation_l1_wmean,portfolio_sector_max_weight_wmean,vix_wmean,sp500_trend_wmean
base_macro__fold_09__seed999__w0013,base_macro__fold_09__seed999,base_macro,macro_context,fold_09,999,2020-01-24,2020-01-17,2020-01-24,5,primitive_01,mixed_primitive,-0.0180955781420478,-0.0146750925190453,-0.0034204856230025,-0.0048057809743593,-0.012787797389131,unknown,1.0,market_regime_1,178.8,37.0,15.079666624043975,18.5,0.0918716879988724,0.1591718294866136,1.1134145197067318,0.3229954142427087,13.080000114440915,0.1067340787586441
base_macro__fold_09__seed999__w0014,base_macro__fold_09__seed999,base_macro,macro_context,fold_09,999,2020-01-27,2020-01-21,2020-01-27,5,primitive_01,mixed_primitive,0.0106880993907527,0.0073085854602391,0.0033795139305136,-0.0034204856230025,-0.0306519729442593,unknown,1.0,market_regime_1,146.4,34.4,18.634898063968357,17.2,0.0917274666187046,0.158554644213953,1.1131913848376516,0.3209777625506727,14.305999946594238,0.1002430692097196
base_macro__fold_09__seed999__w0015,base_macro__fold_09__seed999,base_macro,macro_context,fold_09,999,2020-01-28,2020-01-22,2020-01-28,5,primitive_01,mixed_primitive,-0.003951877194421,-0.002068992449038,-0.0018828847453829,0.0033795139305136,-0.0202914848868573,unknown,1.0,market_regime_1,120.2,28.2,16.30105753908224,14.1,0.0916796590908498,0.1575646335933757,1.1143309327315396,0.3189238220278265,14.992000007629397,0.0965351996211286
base_macro__fold_09__seed999__w0016,base_macro__fold_09__seed999,base_macro,macro_context,fold_09,999,2020-01-29,2020-01-23,2020-01-29,5,primitive_01,mixed_primitive,0.0028237784577458,0.0057910917370025,-0.0029673132792567,-0.0018828847453829,-0.0241631726249133,unknown,1.0,market_regime_1,98.4,24.2,15.035962610160448,12.1,0.0917592090545696,0.1564287965158391,1.116820293102435,0.3173730209052111,15.68799991607666,0.0926004787840603
base_macro__fold_09__seed999__w0017,base_macro__fold_09__seed999,base_macro,macro_context,fold_09,999,2020-01-30,2020-01-24,2020-01-30,5,primitive_01,mixed_primitive,-0.0141324406900936,-0.0163014194260085,0.0021689787359148,-0.0029673132792567,-0.0214076256134962,unknown,1.0,market_regime_1,80.4,20.4,14.673912674979118,10.2,0.0918615318377191,0.1550409964287798,1.120210734218364,0.3155038581856096,16.189999961853026,0.0891168102850265
base_macro__fold_09__seed999__w0018,base_macro__fold_09__seed999,base_macro,macro_context,fold_09,999,2020-01-31,2020-01-27,2020-01-31,5,primitive_01,mixed_primitive,0.0061544723693913,0.0056521560576633,0.000502316311728,0.0021689787359148,-0.0352375243042913,unknown,1.0,market_regime_1,68.8,13.6,9.109015907764311,6.8,0.0920020311194032,0.1535313316172812,1.1243900416278678,0.3137081165119525,17.045999908447264,0.0838138672206182
base_macro__fold_09__seed999__w0019,base_macro__fold_09__seed999,base_macro,macro_context,fold_09,999,2020-02-03,2020-01-28,2020-02-03,5,primitive_01,mixed_primitive,0.0184112562631544,0.0144017536660913,0.0040095025970631,0.000502316311728,-0.0292999203045966,unknown,1.0,market_regime_1,57.8,12.6,5.165713513145124,6.3,0.0921645842277739,0.1523851660698389,1.1295306611372358,0.3120464301917517,16.993999862670897,0.0835205308685745
base_macro__fold_09__seed999__w0020,base_macro__fold_09__seed999,base_macro,macro_context,fold_09,999,2020-02-04,2020-01-29,2020-02-04,5,primitive_01,mixed_primitive,0.0200729882423493,0.0135491291225706,0.0065238591197787,0.0040095025970631,-0.0114281123826599,unknown,1.0,market_regime_1,48.8,10.6,4.670268398134792,5.3,0.0923604302043236,0.1515661922678038,1.1341166811397394,0.3108742981222163,16.947999572753908,0.0842847905383869
base_macro__fold_09__seed999__w0021,base_macro__fold_09__seed999,base_macro,macro_context,fold_09,999,2020-02-05,2020-01-30,2020-02-05,5,primitive_01,mixed_primitive,-0.0012329755649758,0.001992430750032,-0.0032254063150078,0.0065238591197787,0.0,unknown,1.0,market_regime_1,40.0,10.0,5.05215023828629,5.0,0.092702342146603,0.1519230501291105,1.1379145844813283,0.3104941162483687,16.699999618530274,0.0876746005469289
base_macro__fold_09__seed999__w0022,base_macro__fold_09__seed999,base_macro,macro_context,fold_09,999,2020-02-06,2020-01-31,2020-02-06,5,primitive_01,mixed_primitive,-0.006171788344318,-0.0074573879805832,0.0012855996362651,-0.0032254063150078,-0.0012329755649758,unknown,1.0,market_regime_1,32.2,9.4,5.6185024115518605,4.7,0.0929870219924601,0.1522685930092272,1.141126045346193,0.3103514533160617,16.593999671936036,0.0911031024317922
base_macro__fold_09__seed999__w0023,base_macro__fold_09__seed999,base_macro,macro_context,fold_09,999,2020-02-07,2020-02-03,2020-02-07,5,primitive_01,mixed_primitive,0.0056994705280954,0.0072769085140495,-0.0015774379859541,0.0012855996362651,-0.007397154245073,unknown,1.0,market_regime_1,26.4,7.4,5.1504565197244645,3.7,0.0933191097570555,0.1529640768477625,1.1437917525847807,0.311163244003239,15.919999694824218,0.0971648252759213
base_macro__fold_09__seed999__w0024,base_macro__fold_09__seed999,base_macro,macro_context,fold_09,999,2020-02-10,2020-02-04,2020-02-10,5,primitive_01,mixed_primitive,0.0055141042570343,0.0008290594995423,0.0046850447574919,-0.0015774379859541,-0.0017398435795891,unknown,0.0,market_regime_0,22.8,6.4,5.101456920044784,3.2,0.0935755262532574,0.1532659408758745,1.1457188790237178,0.3111760338053341,15.333999824523923,0.1032548188378783
