run_key,regime_label_exogenous,fold_id,seed,feature_set,feature_family,is_negative_control,selection_rule,selected_model_type,n_days,mean_daily_return,daily_volatility,volatility,sharpe,max_drawdown,turnover,hit_rate,excess_return_vs_benchmark,insufficient_days_for_sharpe
base__fold_05__seed123,unknown,fold_05,123,base,technical_base,False,checkpoint_robust_score,checkpoint,59,-0.0009547224254323995,0.01300411706202998,0.2064339585966194,-1.1654577223851417,-0.12408027225315932,15.491525423728813,0.5423728813559322,-0.000903082869658055,False
base__fold_05__seed42,bear_high_vol,fold_05,42,base,technical_base,False,checkpoint_robust_score,checkpoint,1,0.012776979682681322,0.0,0.0,,0.0,,1.0,-0.0025429614287792984,True
base__fold_05__seed42,bear_low_vol,fold_05,42,base,technical_base,False,checkpoint_robust_score,checkpoint,1,-0.019814189671472193,0.0,0.0,,0.0,1.0,0.0,0.002774031954819803,True
base__fold_05__seed42,unknown,fold_05,42,base,technical_base,False,checkpoint_robust_score,checkpoint,59,-0.000675604453924973,0.013528527681509521,0.21475871910076455,-0.7927609323708577,-0.10485503641514848,12.847457627118644,0.5084745762711864,-0.0006239648981506287,False
base__fold_05__seed999,bear_high_vol,fold_05,999,base,technical_base,False,checkpoint_robust_score,checkpoint,1,0.01573805416947227,0.0,0.0,,0.0,,1.0,0.0004181130580116505,True
base__fold_05__seed999,bear_low_vol,fold_05,999,base,technical_base,False,checkpoint_robust_score,checkpoint,1,-0.016733364262612294,0.0,0.0,,0.0,0.0,0.0,0.0058548573636797024,True
base__fold_05__seed999,unknown,fold_05,999,base,technical_base,False,checkpoint_robust_score,checkpoint,59,-0.0008369597995352963,0.012713758010601674,0.20182465155064394,-1.0450352217254788,-0.11600832900524538,17.76271186440678,0.559322033898305,-0.000785320243760952,False
base__fold_06__seed123,bull_low_vol,fold_06,123,base,technical_base,False,checkpoint_robust_score,checkpoint,5,0.004491815999906512,0.0038184650718869465,0.06061625382119541,,0.0,0.0,1.0,0.0020446227421863886,True
base__fold_06__seed123,unknown,fold_06,123,base,technical_base,False,checkpoint_robust_score,checkpoint,59,0.001007653802973793,0.005513134508835265,0.08751829712895805,2.901436233102574,-0.023676916137288173,19.033898305084747,0.5423728813559322,-0.0006707939359984708,False
base__fold_06__seed42,bull_low_vol,fold_06,42,base,technical_base,False,checkpoint_robust_score,checkpoint,5,0.0040680011139656806,0.0030164485111325405,0.04788463561852651,,0.0,0.0,1.0,0.0016208078562455568,True
base__fold_06__seed42,unknown,fold_06,42,base,technical_base,False,checkpoint_robust_score,checkpoint,59,0.0011780723751962383,0.005093529742057486,0.08085727795797049,3.6715833880008546,-0.020667841611363924,11.016949152542374,0.576271186440678,-0.0005003753637760255,False
base__fold_06__seed999,bull_low_vol,fold_06,999,base,technical_base,False,checkpoint_robust_score,checkpoint,5,0.0014689125705596995,0.003991901833657247,0.06336947706023884,,-0.004837174512853593,0.0,0.8,-0.0009782806871604238,True
base__fold_06__seed999,unknown,fold_06,999,base,technical_base,False,checkpoint_robust_score,checkpoint,59,0.001311750404464166,0.004127986225587782,0.06552974981043268,5.044443216725708,-0.014202997373559567,9.322033898305085,0.576271186440678,-0.0003666973345080979,False
base__fold_07__seed123,bull_high_vol,fold_07,123,base,technical_base,False,checkpoint_robust_score,checkpoint,3,0.0032286716795819626,0.0058127426656924466,0.09227442917182124,,-0.0024103475701138244,0.0,0.6666666666666666,-0.0010193090830937603,True
base__fold_07__seed123,unknown,fold_07,123,base,technical_base,False,checkpoint_robust_score,checkpoint,59,0.0012196339846268364,0.007607040850662199,0.12075802982376849,2.545153846700705,-0.04871447467001677,10.864406779661017,0.5932203389830508,-0.0012357668093342486,False
base__fold_07__seed42,bull_high_vol,fold_07,42,base,technical_base,False,checkpoint_robust_score,checkpoint,3,0.002328703589230763,0.0018178514525936914,0.028857497184122578,,0.0,0.0,1.0,-0.0019192771734449603,True
base__fold_07__seed42,unknown,fold_07,42,base,technical_base,False,checkpoint_robust_score,checkpoint,59,0.0013114602664824036,0.006034086344409958,0.09578815114079754,3.4501969525206357,-0.022861779035203256,10.169491525423728,0.6271186440677966,-0.0011439405274786814,False
base__fold_07__seed999,bull_high_vol,fold_07,999,base,technical_base,False,checkpoint_robust_score,best_model,3,0.004493194956037653,0.0068032427740629215,0.10799813093380607,,-0.0034378586802524813,0.0,0.6666666666666666,0.00024521419336193025,True
base__fold_07__seed999,unknown,fold_07,999,base,technical_base,False,checkpoint_robust_score,best_model,59,0.0009957944427968076,0.006492824460352102,0.10307039297093291,2.4346487129001604,-0.03115469353300493,8.966101694915254,0.6271186440677966,-0.0014596063511642774,False
base__fold_08__seed123,bear_low_vol,fold_08,123,base,technical_base,False,checkpoint_robust_score,checkpoint,1,0.007826776574615835,0.0,0.0,,0.0,,1.0,0.0017747255232290655,True
base__fold_08__seed123,bull_low_vol,fold_08,123,base,technical_base,False,checkpoint_robust_score,checkpoint,4,-0.009142381078623113,0.008965113801097498,0.14231676955858177,,-0.03460032520568357,0.0,0.25,-0.0017999353575112818,True
base__fold_08__seed123,unknown,fold_08,123,base,technical_base,False,checkpoint_robust_score,checkpoint,59,0.00030640641996852524,0.009272471254816755,0.14719591787544098,0.5245690162237256,-0.07014506218568684,15.254237288135593,0.576271186440678,0.0002749069733414311,False
base__fold_08__seed42,bear_low_vol,fold_08,42,base,technical_base,False,checkpoint_robust_score,checkpoint,1,0.002577872307196305,0.0,0.0,,0.0,,1.0,-0.003474178744190464,True
base__fold_08__seed42,bull_low_vol,fold_08,42,base,technical_base,False,checkpoint_robust_score,checkpoint,4,-0.007131828270834667,0.008466783669813252,0.13440602396945206,,-0.030050404904031436,0.0,0.25,0.00021061745027716426,True
base__fold_08__seed42,unknown,fold_08,42,base,technical_base,False,checkpoint_robust_score,checkpoint,59,-0.00034258147760737737,0.009285051975296763,0.14739563062166566,-0.5857061840499999,-0.06998482614434476,10.169491525423728,0.5084745762711864,-0.00037408092423447145,False
base__fold_08__seed999,bear_low_vol,fold_08,999,base,technical_base,False,checkpoint_robust_score,best_model,1,0.004491351014537237,0.0,0.0,,0.0,,1.0,-0.001560700036849532,True
base__fold_08__seed999,bull_low_vol,fold_08,999,base,technical_base,False,checkpoint_robust_score,best_model,4,-0.006078047907875139,0.007681449869989562,0.12193923638641088,,-0.026497441648081654,0.0,0.25,0.001264397813236692,True
base__fold_08__seed999,unknown,fold_08,999,base,technical_base,False,checkpoint_robust_score,best_model,59,-0.0003328356905189878,0.008284241921367834,0.13150826354781114,-0.6377895331291595,-0.050403574309667465,23.52542372881356,0.5084745762711864,-0.0003643351371460819,False
base__fold_09__seed123,bear_high_vol,fold_09,123,base,technical_base,False,checkpoint_robust_score,best_model,4,-0.011444461890700447,0.025483858964690832,0.40454371960089536,,-0.038838016075146475,0.0,0.25,0.0005331159907981465,True
base__fold_09__seed123,unknown,fold_09,123,base,technical_base,False,checkpoint_robust_score,best_model,59,-0.0022330557909973655,0.038485388737643164,0.610936606256699,-0.9210940277081584,-0.3336319001035817,11.779661016949152,0.4576271186440678,0.00021409401067326223,False
base__fold_09__seed42,bear_high_vol,fold_09,42,base,technical_base,False,checkpoint_robust_score,best_model,4,-0.014930764989754208,0.02628463494451515,0.4172556441918307,,-0.04246131313959989,0.0,0.25,-0.002953187108255615,True
