feature_set,runs,folds,seeds,n_features,validation_sharpe_median,validation_sharpe_iqr,test_sharpe_median,test_sharpe_iqr,validation_return_pct_median,test_return_pct_median,test_max_drawdown_median,test_max_drawdown_iqr,test_turnover_median,test_turnover_iqr,robust_selection_score_median,generalization_ratio_median,retention_ratio_median
base_macro_rates_term_structure_lsc,42,14,3,25,2.392969375771882,2.471755646850083,1.0974064253926685,3.0567104754292416,8.01562379243953,2.311667089196068,-0.05614956159112361,0.06070705673886362,11.208653353814643,2.464188134270101,2.2591295507236118,2.914328025869602,0.32362502210105215
