short_label,bear_high_vol,bear_low_vol,bull_high_vol,bull_low_vol,unknown
Base+Macro,-0.0001234170353129,0.0004127322462944,-0.0004944178903734,-0.000158078521101,-0.0001594929079348
Vol Proxy,0.0002496554214182,6.694494900663323e-05,-8.889001738209999e-05,5.740963061956054e-05,-1.6278593659652943e-05
Rates,0.0001010965933527,0.0011454060639605,-0.0003562793261044,0.0007924030639279,-0.0001367980149174
Credit,5.38539218039225e-05,0.0005234710556391,-0.0005506306999017,0.0003104166135419,-0.0001358156775952
XSec,-0.0001439865198581,0.0007385489844264,-4.578755532459993e-05,-6.319119904414541e-05,-5.241026141295477e-05
Sector,-0.0001832018057351,-0.0002846209341248,-0.0001107540871831,0.0005491336326418,-0.000198441799352
Analyst,-0.0012715593261378,-0.0002073778677879,-0.0004753499777022,0.0001808734939743,-0.0001661874571656
XSec/Sector Gate,-0.0002145868433458,0.0002298836379102,-0.0007593126394917,-0.0002296331220035,-0.0001622919882586
