feature_set,aligned_test_day,median,q25,q75,count,feature_family,is_negative_control,feature_set_description
base_macro_gru,2,-0.00015513122863758388,-0.0010023747286794782,0.0008223536482333538,42,negative_control_gru,True,GRU-enhanced feature set treated as a negative control.
base_macro_gru,3,0.0005666663810728334,-0.00040361242828343413,0.0028452909914968294,42,negative_control_gru,True,GRU-enhanced feature set treated as a negative control.
base_macro_gru,4,0.003400465865898039,-0.000699925014590902,0.005083453530836279,42,negative_control_gru,True,GRU-enhanced feature set treated as a negative control.
base_macro_gru,5,0.002065967828750237,-0.0004015938101765426,0.005406869638681588,42,negative_control_gru,True,GRU-enhanced feature set treated as a negative control.
base_macro_gru,6,0.0031600790800099254,-0.004731720118003879,0.007307210336452374,42,negative_control_gru,True,GRU-enhanced feature set treated as a negative control.
base_macro_gru,7,0.003317249305428094,-0.0002046097383911205,0.010461835298484712,42,negative_control_gru,True,GRU-enhanced feature set treated as a negative control.
base_macro_gru,8,0.0066664692828181105,8.676015820724414e-05,0.01196045021039377,42,negative_control_gru,True,GRU-enhanced feature set treated as a negative control.
base_macro_gru,9,0.006615018690075414,-0.0033353844764705265,0.014363736727880216,42,negative_control_gru,True,GRU-enhanced feature set treated as a negative control.
base_macro_gru,10,0.004180407546493958,-0.008726974614102018,0.014013608605950578,42,negative_control_gru,True,GRU-enhanced feature set treated as a negative control.
base_macro_gru,11,0.008585061926256521,-0.00474427477001052,0.019401204410726403,42,negative_control_gru,True,GRU-enhanced feature set treated as a negative control.
base_macro_gru,12,0.009167533488643409,-0.0012114333209948258,0.02000293806421155,42,negative_control_gru,True,GRU-enhanced feature set treated as a negative control.
base_macro_gru,13,0.009891149365712781,8.634573487692476e-05,0.022525571335297423,42,negative_control_gru,True,GRU-enhanced feature set treated as a negative control.
base_macro_gru,14,0.007524689547556029,0.0005197548791789353,0.020179455075722885,42,negative_control_gru,True,GRU-enhanced feature set treated as a negative control.
base_macro_gru,15,0.008809813864996241,-0.004621109582954475,0.02321950737770745,42,negative_control_gru,True,GRU-enhanced feature set treated as a negative control.
