selection_rule,selection_rule_description,score,validation_sharpe_quantile,validation_sharpe_quantile_level,validation_turnover_median,validation_max_drawdown_median,retention_ratio_median,generalization_ratio_median,n_runs_in_score,n_folds_in_score,n_seeds_in_score,validation_sharpe_median,test_sharpe_median,test_return_pct_median,test_max_drawdown_median,test_turnover_median,seed_count,run_count,feature_set,feature_family,is_negative_control,feature_set_description,fold_id,selected_by_rule
sharpe_only,Baseline rule: median validation Sharpe only.,2.4471623689615107,2.4471623689615107,0.5,11.451612903225806,-0.03354301514469149,0.8746570465215989,2.3239322454965956,3,1,3,2.4471623689615107,2.559301980701167,9.621398400349035,-0.05109468797594796,11.80327868852459,3,3,base_macro_credit_stress_proxies,credit_stress_proxies,False,Macro baseline plus lag-clean credit and financial-stress proxy features.,fold_01,True
robust_q25,25th percentile validation Sharpe with turnover and drawdown penalties.,1.7554537562677759,2.3951204317184493,0.25,11.451612903225806,-0.03354301514469149,0.8746570465215989,2.3239322454965956,3,1,3,2.4471623689615107,2.559301980701167,9.621398400349035,-0.05109468797594796,11.80327868852459,3,3,base_macro_credit_stress_proxies,credit_stress_proxies,False,Macro baseline plus lag-clean credit and financial-stress proxy features.,fold_01,True
robust_q25_retention,25th percentile validation Sharpe with retention/generalization uplift and turnover/max-drawdown penalties.,2.3227078547226645,2.3951204317184493,0.25,11.451612903225806,-0.03354301514469149,0.8746570465215989,2.3239322454965956,3,1,3,2.4471623689615107,2.559301980701167,9.621398400349035,-0.05109468797594796,11.80327868852459,3,3,base_macro_credit_stress_proxies,credit_stress_proxies,False,Macro baseline plus lag-clean credit and financial-stress proxy features.,fold_01,True
sharpe_only,Baseline rule: median validation Sharpe only.,0.9561435969591441,0.9561435969591441,0.5,13.921875,-0.03830934046432033,0.4854603715131635,0.8276103311026068,3,1,3,0.9561435969591441,0.27247559767623525,0.5104009368394946,-0.028325312438254646,14.142857142857142,3,3,base_macro_credit_stress_proxies,credit_stress_proxies,False,Macro baseline plus lag-clean credit and financial-stress proxy features.,fold_02,True
robust_q25,25th percentile validation Sharpe with turnover and drawdown penalties.,-0.014004339905829721,0.758708091022811,0.25,13.921875,-0.03830934046432033,0.4854603715131635,0.8276103311026068,3,1,3,0.9561435969591441,0.27247559767623525,0.5104009368394946,-0.028325312438254646,14.142857142857142,3,3,base_macro_credit_stress_proxies,credit_stress_proxies,False,Macro baseline plus lag-clean credit and financial-stress proxy features.,fold_02,True
robust_q25_retention,25th percentile validation Sharpe with retention/generalization uplift and turnover/max-drawdown penalties.,0.2315023026378521,0.758708091022811,0.25,13.921875,-0.03830934046432033,0.4854603715131635,0.8276103311026068,3,1,3,0.9561435969591441,0.27247559767623525,0.5104009368394946,-0.028325312438254646,14.142857142857142,3,3,base_macro_credit_stress_proxies,credit_stress_proxies,False,Macro baseline plus lag-clean credit and financial-stress proxy features.,fold_02,True
sharpe_only,Baseline rule: median validation Sharpe only.,4.641019201345629,4.641019201345629,0.5,10.951612903225806,-0.021439797752200618,0.5232135355549097,5.307121245411937,3,1,3,4.641019201345629,2.42824406491427,4.6590073271168375,-0.031681342334135776,11.245901639344263,3,3,base_macro_credit_stress_proxies,credit_stress_proxies,False,Macro baseline plus lag-clean credit and financial-stress proxy features.,fold_03,True
robust_q25,25th percentile validation Sharpe with turnover and drawdown penalties.,3.9275944278852695,4.5180546685509615,0.25,10.951612903225806,-0.021439797752200618,0.5232135355549097,5.307121245411937,3,1,3,4.641019201345629,2.42824406491427,4.6590073271168375,-0.031681342334135776,11.245901639344263,3,3,base_macro_credit_stress_proxies,credit_stress_proxies,False,Macro baseline plus lag-clean credit and financial-stress proxy features.,fold_03,True
robust_q25_retention,25th percentile validation Sharpe with retention/generalization uplift and turnover/max-drawdown penalties.,4.854465998585788,4.5180546685509615,0.25,10.951612903225806,-0.021439797752200618,0.5232135355549097,5.307121245411937,3,1,3,4.641019201345629,2.42824406491427,4.6590073271168375,-0.031681342334135776,11.245901639344263,3,3,base_macro_credit_stress_proxies,credit_stress_proxies,False,Macro baseline plus lag-clean credit and financial-stress proxy features.,fold_03,True
sharpe_only,Baseline rule: median validation Sharpe only.,4.021459022558019,4.021459022558019,0.5,9.738095238095237,-0.012503799103601443,1.0877437425332814,4.0419975536761115,3,1,3,4.021459022558019,4.6094038541631415,7.567540464721323,-0.013571609557150532,9.73015873015873,3,3,base_macro_credit_stress_proxies,credit_stress_proxies,False,Macro baseline plus lag-clean credit and financial-stress proxy features.,fold_04,True
robust_q25,25th percentile validation Sharpe with turnover and drawdown penalties.,2.9486885647848133,3.460600924896778,0.25,9.738095238095237,-0.012503799103601443,1.0877437425332814,4.0419975536761115,3,1,3,4.021459022558019,4.6094038541631415,7.567540464721323,-0.013571609557150532,9.73015873015873,3,3,base_macro_credit_stress_proxies,credit_stress_proxies,False,Macro baseline plus lag-clean credit and financial-stress proxy features.,fold_04,True
robust_q25_retention,25th percentile validation Sharpe with retention/generalization uplift and turnover/max-drawdown penalties.,3.82692413346955,3.460600924896778,0.25,9.738095238095237,-0.012503799103601443,1.0877437425332814,4.0419975536761115,3,1,3,4.021459022558019,4.6094038541631415,7.567540464721323,-0.013571609557150532,9.73015873015873,3,3,base_macro_credit_stress_proxies,credit_stress_proxies,False,Macro baseline plus lag-clean credit and financial-stress proxy features.,fold_04,True
sharpe_only,Baseline rule: median validation Sharpe only.,5.854656304300009,5.854656304300009,0.5,12.903225806451612,-0.010317811741544225,-0.06879214378390201,6.37035803176847,3,1,3,5.854656304300009,-0.4027543582907346,-2.7844054487226155,-0.08767649929243837,13.333333333333334,3,3,base_macro_credit_stress_proxies,credit_stress_proxies,False,Macro baseline plus lag-clean credit and financial-stress proxy features.,fold_05,True
robust_q25,25th percentile validation Sharpe with turnover and drawdown penalties.,4.815025186099557,5.480822099905227,0.25,12.903225806451612,-0.010317811741544225,-0.06879214378390201,6.37035803176847,3,1,3,5.854656304300009,-0.4027543582907346,-2.7844054487226155,-0.08767649929243837,13.333333333333334,3,3,base_macro_credit_stress_proxies,credit_stress_proxies,False,Macro baseline plus lag-clean credit and financial-stress proxy features.,fold_05,True
robust_q25_retention,25th percentile validation Sharpe with retention/generalization uplift and turnover/max-drawdown penalties.,5.753380854918852,5.480822099905227,0.25,12.903225806451612,-0.010317811741544225,-0.06879214378390201,6.37035803176847,3,1,3,5.854656304300009,-0.4027543582907346,-2.7844054487226155,-0.08767649929243837,13.333333333333334,3,3,base_macro_credit_stress_proxies,credit_stress_proxies,False,Macro baseline plus lag-clean credit and financial-stress proxy features.,fold_05,True
sharpe_only,Baseline rule: median validation Sharpe only.,2.3243830973949566,2.3243830973949566,0.5,9.523809523809524,-0.03052663239450637,2.2369812568451466,1.9349068721053184,3,1,3,2.3243830973949566,4.426569269713206,7.996209925399023,-0.014901879871472401,9.523809523809524,3,3,base_macro_credit_stress_proxies,credit_stress_proxies,False,Macro baseline plus lag-clean credit and financial-stress proxy features.,fold_06,True
