feature_set,runs,folds,seeds,n_features,validation_sharpe_median,validation_sharpe_iqr,test_sharpe_median,test_sharpe_iqr,validation_return_pct_median,test_return_pct_median,test_max_drawdown_median,test_max_drawdown_iqr,test_turnover_median,test_turnover_iqr,robust_selection_score_median,generalization_ratio_median,retention_ratio_median
base_macro_breadth_internal_structure,42,14,3,20,2.466580038179509,2.6212608207601193,0.48274470885976767,2.9205231582214024,7.943708273802597,1.6653495694103126,-0.05863000622520459,0.0477482050141719,12.262800819252433,2.606283523456975,2.2994966768378573,3.1640031858415965,0.20127847126857007
