fold_id,regime_label_exogenous,feature_set,runs,sharpe_median,max_drawdown_median,turnover_median,hit_rate_median
fold_01,bull_low_vol,base_macro_xsec_sector_gated_context,3,,-0.0037186077460980016,0.0,0.6666666666666666
fold_01,unknown,base_macro_xsec_sector_gated_context,3,1.550051757376417,-0.060675469525042325,14.330508474576272,0.559322033898305
fold_02,bear_high_vol,base_macro_xsec_sector_gated_context,3,,-0.010587081248386698,0.0,0.75
fold_02,bull_high_vol,base_macro_xsec_sector_gated_context,3,,0.0,,0.0
fold_02,unknown,base_macro_xsec_sector_gated_context,3,-0.27302799914778203,-0.035424652295788284,12.711864406779661,0.4915254237288136
fold_03,bear_low_vol,base_macro_xsec_sector_gated_context,3,,-0.004087789339463521,0.0,0.3333333333333333
fold_03,unknown,base_macro_xsec_sector_gated_context,3,1.4008234559270862,-0.038508508664564345,12.711864406779661,0.559322033898305
fold_04,bull_low_vol,base_macro_xsec_sector_gated_context,3,,0.0,0.0,1.0
fold_04,unknown,base_macro_xsec_sector_gated_context,3,3.247330955055691,-0.015861009768266876,12.796610169491526,0.5932203389830508
fold_05,bear_high_vol,base_macro_xsec_sector_gated_context,3,,0.0,,1.0
fold_05,bear_low_vol,base_macro_xsec_sector_gated_context,3,,0.0,0.0,0.0
fold_05,unknown,base_macro_xsec_sector_gated_context,3,-0.40739967999765686,-0.09691037614418829,12.728813559322035,0.5084745762711864
fold_06,bull_low_vol,base_macro_xsec_sector_gated_context,3,,-0.003483692548565065,0.0,0.6
fold_06,unknown,base_macro_xsec_sector_gated_context,3,3.6464174339094817,-0.016679570793943777,9.322033898305085,0.5932203389830508
fold_07,bull_high_vol,base_macro_xsec_sector_gated_context,3,,-0.0024543136257256792,0.0,0.6666666666666666
fold_07,unknown,base_macro_xsec_sector_gated_context,3,3.325495701230681,-0.024368701168252627,13.559322033898304,0.6101694915254238
fold_08,bear_low_vol,base_macro_xsec_sector_gated_context,3,,0.0,,1.0
fold_08,bull_low_vol,base_macro_xsec_sector_gated_context,3,,-0.028534534497313024,0.25,0.0
fold_08,unknown,base_macro_xsec_sector_gated_context,3,-0.7781517163269718,-0.045143718028393676,9.525423728813559,0.5084745762711864
fold_09,bear_high_vol,base_macro_xsec_sector_gated_context,3,,-0.04013091941470781,0.0,0.25
fold_09,unknown,base_macro_xsec_sector_gated_context,3,-1.0041610989630494,-0.3235803432514126,10.491525423728813,0.4576271186440678
fold_10,bear_high_vol,base_macro_xsec_sector_gated_context,3,,-0.011672119036815976,0.0,0.6
fold_10,unknown,base_macro_xsec_sector_gated_context,3,0.794367737477813,-0.0898296953648896,10.169491525423728,0.559322033898305
fold_11,bull_low_vol,base_macro_xsec_sector_gated_context,3,,-0.003327339054139955,0.0,0.3333333333333333
fold_11,unknown,base_macro_xsec_sector_gated_context,3,2.2444326284218485,-0.04542428161288514,11.864406779661017,0.559322033898305
fold_12,bear_high_vol,base_macro_xsec_sector_gated_context,3,,-0.01583234756766616,0.0,0.5
fold_12,unknown,base_macro_xsec_sector_gated_context,3,0.5251880458446688,-0.04622808629516817,13.559322033898304,0.4915254237288136
fold_13,bull_high_vol,base_macro_xsec_sector_gated_context,3,,0.0,,1.0
fold_13,bull_low_vol,base_macro_xsec_sector_gated_context,3,,-0.017946942257444864,0.0,0.5
fold_13,unknown,base_macro_xsec_sector_gated_context,3,-0.08315281570496502,-0.08287973738796206,11.94915254237288,0.4745762711864407
fold_14,bear_high_vol,base_macro_xsec_sector_gated_context,3,,-0.03087353099241963,0.0,0.4
fold_14,unknown,base_macro_xsec_sector_gated_context,3,-1.0263398678106845,-0.13096563888628576,13.559322033898304,0.4406779661016949
