feature_set,runs,folds,seeds,n_features,validation_sharpe_median,validation_sharpe_iqr,test_sharpe_median,test_sharpe_iqr,validation_return_pct_median,test_return_pct_median,test_max_drawdown_median,test_max_drawdown_iqr,test_turnover_median,test_turnover_iqr,robust_selection_score_median,generalization_ratio_median,retention_ratio_median
base_macro_xsec_sector_gated_context,42,14,3,32,2.674149452214392,2.5002797058833175,0.6342036868114693,2.7817230621440125,8.154141779214175,1.4635104075237715,-0.050828498151881785,0.06038171633762174,12.155477491543065,3.408730158730158,2.455338236764796,3.062156460568899,0.22273452838481755
