feature_set,runs,folds,seeds,n_features,validation_sharpe_median,validation_sharpe_iqr,test_sharpe_median,test_sharpe_iqr,validation_return_pct_median,test_return_pct_median,test_max_drawdown_median,test_max_drawdown_iqr,test_turnover_median,test_turnover_iqr,robust_selection_score_median,generalization_ratio_median,retention_ratio_median
base_macro_xsec_dispersion_correlation_regime,42,14,3,18,2.4124577234896325,2.8831461180222453,1.0504700633750235,3.4238376881639123,7.587508988091852,2.6454729192981863,-0.05357634942534312,0.06467950451048352,11.293260473588342,6.096518177163338,2.323649361807454,3.2639482089842353,0.47286778443202926
