feature_set,runs,folds,seeds,n_features,validation_sharpe_median,validation_sharpe_iqr,test_sharpe_median,test_sharpe_iqr,validation_return_pct_median,test_return_pct_median,test_max_drawdown_median,test_max_drawdown_iqr,test_turnover_median,test_turnover_iqr,robust_selection_score_median,generalization_ratio_median,retention_ratio_median
base_macro_xsec_sector_complementarity_v2,42,14,3,34,2.6474124361996756,2.744999210436206,1.1347177683242538,2.974249021495296,8.909654120488176,2.78518904556857,-0.05438301726573036,0.05952501547052522,11.11111111111111,3.3568878900052876,2.4402095882206387,3.129006483736174,0.4165316633534565
