selection_rule,selection_rule_description,score,validation_sharpe_quantile,validation_sharpe_quantile_level,validation_turnover_median,validation_max_drawdown_median,retention_ratio_median,generalization_ratio_median,n_runs_in_score,n_folds_in_score,n_seeds_in_score,validation_sharpe_median,test_sharpe_median,test_return_pct_median,test_max_drawdown_median,test_turnover_median,seed_count,run_count,feature_set,feature_family,is_negative_control,feature_set_description,fold_id,selected_by_rule
sharpe_only,Baseline rule: median validation Sharpe only.,2.7031297941025825,2.7031297941025825,0.5,11.290322580645162,-0.0419221977566761,0.5492001803226001,2.5641872301240305,3,1,3,2.7031297941025825,1.6399088747454704,6.0199034419891495,-0.0700011368007889,11.475409836065571,3,3,base_macro_vol_term_or_implied_vol_proxy,vol_term_or_implied_vol_proxy,False,Macro baseline plus lag-clean implied-volatility term-structure proxy features.,fold_01,True
sharpe_only,Baseline rule: median validation Sharpe only.,2.685821949453997,2.685821949453997,0.5,13.629032258064516,-0.0385437556142306,0.7190902761792954,2.671108615884049,3,1,3,2.685821949453997,1.8184695785412963,6.593350225720784,-0.0666261695731963,13.934426229508198,3,3,base_macro_xsec_sector_complementarity_v2,xsec_sector_complementarity_v2,False,Macro baseline plus redesigned causal xsec-sector complementarity v2 features.,fold_01,False
sharpe_only,Baseline rule: median validation Sharpe only.,2.6064004159962253,2.6064004159962253,0.5,11.661290322580646,-0.036186416984001,0.5424100809513044,2.692449401122321,3,1,3,2.6064004159962253,1.471233952975714,5.913572662520594,-0.0671896714723352,11.655737704918034,3,3,base_macro_analyst_or_fund_revision_features,analyst_or_fund_revision_features,False,Macro baseline plus lagged point-in-time fundamental revision proxy features.,fold_01,False
sharpe_only,Baseline rule: median validation Sharpe only.,2.477955132875952,2.477955132875952,0.5,12.419354838709678,-0.0400344007001073,0.8688245096799652,3.088208930226164,3,1,3,2.477955132875952,1.829863990551387,7.924928108304607,-0.0646180885244845,12.565573770491802,3,3,base_macro_sector_relative_context,sector_relative_context,False,Macro baseline plus causal sector-relative return context features.,fold_01,False
sharpe_only,Baseline rule: median validation Sharpe only.,2.4471623689615107,2.4471623689615107,0.5,11.451612903225806,-0.0335430151446914,0.8746570465215989,2.323932245496596,3,1,3,2.4471623689615107,2.559301980701167,9.621398400349037,-0.0510946879759479,11.80327868852459,3,3,base_macro_credit_stress_proxies,credit_stress_proxies,False,Macro baseline plus lag-clean credit and financial-stress proxy features.,fold_01,False
sharpe_only,Baseline rule: median validation Sharpe only.,2.425692073578083,2.425692073578083,0.5,10.790322580645162,-0.0437609672756412,0.9939585094463796,2.5431786216315557,3,1,3,2.425692073578083,2.0640592556475066,9.65937938400272,-0.0586069521090484,11.42622950819672,3,3,base_macro_exogenous_plus,calendar_exogenous,False,Baseline technical and macro features plus event/calendar exogenous features.,fold_01,False
sharpe_only,Baseline rule: median validation Sharpe only.,2.3891077609926508,2.3891077609926508,0.5,12.935483870967742,-0.0394571863359785,0.8231244283181678,2.443233144223888,3,1,3,2.3891077609926508,1.9255809653883904,8.060575570113926,-0.0574738633077169,13.147540983606556,3,3,base_macro_hmm,negative_control_hmm,True,HMM-enhanced feature set treated as a negative control.,fold_01,False
sharpe_only,Baseline rule: median validation Sharpe only.,2.381149960383884,2.381149960383884,0.5,17.225806451612904,-0.0371218892453178,0.8422341986579822,2.64571807291558,3,1,3,2.381149960383884,2.0054859287684064,7.497108972777355,-0.0597717057280406,17.24590163934426,3,3,base_macro_xsec_dispersion_correlation_regime,market_internal_dispersion_correlation,False,Macro baseline plus causal cross-sectional dispersion/correlation regime features.,fold_01,False
sharpe_only,Baseline rule: median validation Sharpe only.,2.3093654789293288,2.3093654789293288,0.5,13.661290322580646,-0.0381778859555631,0.7007471179987216,2.643181702033339,3,1,3,2.3093654789293288,1.5039062946592714,6.311440362347787,-0.0648664978638495,13.78688524590164,3,3,base_macro_rates_credit_vol_risk_state_context,rates_credit_vol_risk_state_context,False,"Macro baseline plus lag-clean rates, credit, vol proxy, and narrow risk-state gates.",fold_01,False
sharpe_only,Baseline rule: median validation Sharpe only.,2.306588522715428,2.306588522715428,0.5,13.53225806451613,-0.0368490036497993,0.6194110368951268,2.95146116001538,3,1,3,2.306588522715428,1.712728684218566,7.086752605414559,-0.0606754695250423,13.92622950819672,3,3,base_macro_xsec_sector_gated_context,xsec_sector_gated_context,False,Macro baseline plus causal xsec-sector gated interaction context features.,fold_01,False
