run_key,model_name,feature_set,fold_id,seed,n_features,generalization_ratio,retention_ratio,selected_artifact_type,train_sharpe,train_return_pct,train_max_drawdown,train_turnover,validation_sharpe,validation_return_pct,validation_max_drawdown,validation_turnover,test_sharpe,test_return_pct,test_max_drawdown,test_turnover,regime,regime_mean_return,n_days,regime_sharpe,feature_family,is_negative_control,feature_set_description,selection_rule
base__fold_04__seed123,custom_custom,base,fold_04,123,9,4.34218045598267,1.2085471822161504,checkpoint,1.0236953905182524,206.2043907500233,-0.1962014589687191,0.5575123830489819,4.445070117587903,8.40964312634842,-0.0161048559250198,11.11111111111111,5.372076965364073,10.636915795837032,-0.017988028785828,11.11111111111111,1.0,0.0015917295508086,64,5.329942377844458,technical_base,False,"Prices, returns, and baseline technical risk features.",checkpoint_generalization_score
base__fold_04__seed999,custom_custom,base,fold_04,999,9,4.332125839402459,0.9946028541576856,best_model,1.0695173585432487,189.7917074340438,-0.1774981872766299,0.593285635663181,4.633283784634672,7.757708288925724,-0.0143287578563842,15.253968253968257,4.608277276320169,7.937145518267852,-0.0142015870051714,14.38095238095238,1.0,0.0012027062464764,64,4.572133367089967,technical_base,False,"Prices, returns, and baseline technical risk features.",checkpoint_generalization_score
base__fold_05__seed42,custom_custom,base,fold_05,42,9,7.946590709714048,-0.1116448317670551,checkpoint,1.0087123800010838,187.15344972194129,-0.159510298988056,0.4408436213991769,8.01582442769016,11.820770603435538,-0.0070099488844448,12.14516129032258,-0.8949253697037188,-5.127599900473568,-0.1048550364151484,12.65,0.0,-0.0015693430197611,40,-1.5003024587978426,technical_base,False,"Prices, returns, and baseline technical risk features.",checkpoint_generalization_score
base__fold_05__seed123,custom_custom,base,fold_05,123,9,6.178636932537639,-0.171150830748076,checkpoint,1.1049675444137892,194.4296260910654,-0.1468958861665034,0.5473251028806584,6.827193279170462,11.762982022911284,-0.0107941718906933,16.35483870967742,-1.168479801407706,-6.218679207960454,-0.1240802722531593,15.258333333333333,0.0,-0.0019072635929456,40,-1.9206696487121144,technical_base,False,"Prices, returns, and baseline technical risk features.",checkpoint_generalization_score
base__fold_05__seed999,custom_custom,base,fold_05,999,9,6.25401465816137,-0.147789631978412,checkpoint,1.1042487401089944,205.491597395802,-0.1643740732080953,0.7119341563786008,6.905987806897876,10.873041958942608,-0.0072377727885013,17.225806451612904,-1.0206333964288377,-5.397017221453437,-0.1160083290052453,17.466666666666665,0.0,-0.0017343041858232,40,-1.7777538962913764,technical_base,False,"Prices, returns, and baseline technical risk features.",checkpoint_generalization_score
base__fold_06__seed42,custom_custom,base,fold_06,42,9,1.08169089040344,3.786762371396174,checkpoint,1.083165008793611,230.32957764731157,-0.144369778769226,0.3141614306428226,1.1716497228158114,3.753858325544712,-0.0469845570223543,10.317460317460318,4.436759082815672,9.3056555068451,-0.0206678416113639,10.317460317460318,1.0,0.0014038480579126,64,4.401960435088986,technical_base,False,"Prices, returns, and baseline technical risk features.",checkpoint_generalization_score
base__fold_06__seed123,custom_custom,base,fold_06,123,9,1.4222519111983831,2.202853724977806,checkpoint,1.183302179341315,286.925614069486,-0.1829738672060723,0.5906234896085065,1.6829537860933974,5.791265839415138,-0.0436122143371439,18.365079365079364,3.707301016661342,8.426444980579163,-0.0236769161372881,17.825396825396826,1.0,0.0012798539746091,64,3.678223697003563,technical_base,False,"Prices, returns, and baseline technical risk features.",checkpoint_generalization_score
base__fold_06__seed999,custom_custom,base,fold_06,999,9,2.2135381745151714,2.2953488110101485,checkpoint,1.004624624061215,185.02729087627336,-0.1473319841609697,0.4514258095698405,2.2237749564174525,5.417544553900533,-0.0252292592576716,8.73015873015873,5.104339202166945,8.778242508916435,-0.0142029973735595,8.73015873015873,1.0,0.0013240286986903,64,5.064304551094343,technical_base,False,"Prices, returns, and baseline technical risk features.",checkpoint_generalization_score
base__fold_07__seed42,custom_custom,base,fold_07,42,9,-0.575957816005314,-5.722789328232195,checkpoint,1.1099920166211237,218.51361183994388,-0.141090020318559,0.273224043715847,-0.6393085776764367,-3.773913217015112,-0.1290216954604914,9.836065573770492,3.658628305774015,8.678833471817748,-0.0228617790352032,9.836065573770492,0.0,0.0004288162812369,25,1.2330189105511138,technical_base,False,"Prices, returns, and baseline technical risk features.",checkpoint_generalization_score
base__fold_07__seed123,custom_custom,base,fold_07,123,9,-1.1710083637527184,-1.69469151076493,checkpoint,1.3966090500518924,431.0132021162235,-0.1558562612188904,0.273224043715847,-1.635440878503505,-10.543188977953344,-0.1631947309360291,10.229508196721312,2.771567773157829,8.310239333262427,-0.0487144746700167,10.508196721311476,0.0,0.002507937088819,25,5.412237032251246,technical_base,False,"Prices, returns, and baseline technical risk features.",checkpoint_generalization_score
